Net Sales,Duration,Agency Type,ID,Product Name,Commision (in value),Destination,Distribution Channel,Age,Agency
10.0,10,1,40819,10,0.0,92,1,27,7
39.0,6,1,55797,1,0.0,81,1,55,7
15.0,7,1,13312,10,0.0,83,1,25,7
22.0,56,0,13918,8,7.7,32,1,28,9
87.0,145,1,3515,1,0.0,67,1,35,7
109.0,145,0,23789,4,42.18,74,1,45,2
109.0,145,0,56306,3,42.18,74,1,55,2
33.5,11,0,57038,9,8.38,74,1,25,2
70.5,44,0,15740,9,17.63,74,1,33,2
21.92,50,0,5429,2,7.67,67,1,48,1
20.0,10,1,15180,1,0.0,53,1,36,7
35.0,41,1,15663,10,0.0,92,1,36,7
10.0,12,1,53255,10,0.0,36,1,36,7
10.0,5,1,3515,10,0.0,36,1,51,7
25.0,7,0,37134,17,6.25,74,1,39,2
109.0,145,0,52637,4,40.25,74,1,30,2
60.0,50,0,55367,9,15.0,74,1,27,2
109.0,145,0,17563,4,42.18,74,1,30,2
37.0,53,1,35748,1,0.0,32,1,36,7
80.0,145,1,16905,10,0.0,13,1,29,7
10.0,64,1,21340,10,0.0,74,1,36,7
10.0,19,1,51219,10,0.0,74,1,25,7
34.5,22,0,28094,9,8.63,74,1,25,2
59.0,35,1,31314,10,0.0,38,1,36,7
69.0,29,1,19273,10,0.0,40,1,36,7
69.3,145,1,13224,16,41.58,1,1,31,6
39.6,8,1,25304,16,23.76,1,1,31,6
35.0,16,0,57038,8,12.25,15,1,36,9
39.0,70,0,47403,17,9.75,74,1,36,2
13.5,5,0,38483,9,3.38,74,1,33,2
58.0,24,0,11198,24,20.3,44,1,25,9
93.0,34,1,53189,1,0.0,32,1,36,7
19.8,6,1,57038,16,11.88,83,1,31,6
9.9,8,0,48002,9,10.0,74,1,37,2
19.0,49,1,57038,10,0.0,74,1,35,7
39.75,37,1,53924,20,25.84,15,1,27,11
26.0,32,0,27733,8,9.1,78,1,55,9
23.0,9,1,35788,10,0.0,92,1,36,7
26.5,12,0,53568,9,6.63,74,1,53,2
31.0,3,1,19164,0,0.0,74,1,36,7
62.0,32,1,21018,1,0.0,44,1,36,7
17.0,6,1,50875,10,0.0,83,1,36,7
15.0,14,1,15858,10,0.0,15,1,36,7
39.0,32,0,57038,9,9.75,74,1,26,2
29.5,18,0,35225,9,7.38,74,1,39,2
35.0,16,0,26182,8,12.25,15,1,39,9
20.0,3,1,26850,0,0.0,74,1,37,7
20.0,9,0,55726,9,5.0,74,1,25,2
20.0,18,1,14272,10,0.0,67,1,36,7
38.35,10,0,18559,9,9.59,74,1,26,2
109.0,58,1,19668,16,42.18,1,1,55,6
109.0,145,0,46089,4,42.18,74,1,55,2
109.0,145,0,57038,4,42.18,74,1,28,2
109.0,145,0,34206,4,42.18,74,1,47,2
29.0,5,1,57038,18,18.85,81,1,31,11
58.5,44,1,50043,18,38.02,68,1,34,11
9.9,29,0,52157,13,12.75,74,1,43,2
26.0,31,0,13178,8,9.1,15,1,55,9
23.0,38,1,30214,1,0.0,83,1,36,7
49.5,7,1,40243,16,29.7,1,1,29,6
109.0,145,0,19487,4,42.18,74,1,28,2
59.0,93,1,32551,10,0.0,36,1,36,7
109.0,145,0,57038,4,42.18,74,1,39,2
10.0,32,1,26287,10,0.0,15,1,36,7
15.0,9,0,42982,24,6.0,11,1,55,12
19.8,22,1,24407,16,11.88,1,1,45,6
22.0,16,0,11874,8,7.7,83,1,40,9
20.0,9,1,25180,1,0.0,53,1,36,7
13.0,10,1,31943,10,0.0,83,1,36,7
9.9,100,1,52102,16,5.94,77,1,51,6
29.0,48,1,40055,12,9.57,83,0,55,5
29.0,4,1,48418,12,9.57,53,0,25,4
40.0,14,1,31726,1,0.0,15,1,36,7
25.0,46,1,54827,1,0.0,67,1,36,7
23.5,9,0,33403,9,5.88,74,1,29,2
19.0,41,1,3515,10,0.0,67,1,36,7
26.0,16,0,31789,8,9.1,15,1,26,9
15.0,62,0,15711,24,6.0,11,1,25,12
63.5,17,0,36127,17,15.88,74,1,31,2
27.0,13,0,55366,9,6.75,74,1,30,2
13.0,145,1,52290,10,0.0,74,1,34,7
109.0,145,0,29447,4,42.18,74,1,46,2
109.0,145,1,56628,7,42.18,15,1,39,11
37.0,4,1,25519,1,0.0,15,1,36,7
22.0,86,1,17627,1,0.0,83,1,36,7
23.5,12,0,34745,9,5.88,74,1,25,2
30.0,38,1,50756,23,10.5,53,0,25,14
109.0,47,1,3638,1,0.0,89,1,40,7
30.0,8,0,36245,8,10.5,36,1,25,9
109.0,145,0,43687,4,42.18,74,1,35,2
39.6,7,1,29643,16,23.76,1,1,31,6
69.3,70,1,48991,16,41.58,83,1,31,6
39.6,6,1,46309,16,23.76,13,1,27,6
63.0,38,1,57038,1,0.0,53,1,35,7
33.0,33,1,6734,1,0.0,83,1,36,7
27.0,11,0,42642,9,6.75,74,1,25,2
109.0,145,0,20110,4,42.18,74,1,47,2
20.0,81,1,3797,1,0.0,74,1,55,7
17.0,9,0,28291,9,4.25,74,1,51,2
39.0,14,0,57038,17,9.75,74,1,32,2
50.0,145,0,54140,24,20.0,35,1,55,8
86.0,8,1,50036,15,32.68,80,1,48,10
79.2,38,1,24774,16,42.18,1,1,37,6
35.0,107,0,32338,8,12.25,44,1,27,9
13.0,13,1,19113,10,0.0,36,1,36,7
30.0,6,1,28998,10,0.0,52,1,36,7
10.0,7,1,7609,10,0.0,74,1,25,7
109.0,32,1,10215,16,42.18,1,1,36,6
12.0,31,1,3515,10,0.0,32,1,33,7
109.0,145,0,23337,4,42.18,74,1,44,2
17.0,8,0,37108,9,4.25,74,1,34,2
33.5,36,0,57038,9,8.38,74,1,27,2
89.1,37,1,44465,16,42.18,1,1,31,6
49.5,145,1,14593,16,29.7,44,1,37,6
109.0,104,0,40763,17,42.18,74,1,25,2
109.0,145,0,55189,4,42.18,74,1,55,2
26.5,22,1,54930,20,17.23,44,1,55,11
109.0,72,0,40378,24,42.18,88,1,48,9
97.0,145,1,33763,14,0.0,74,0,28,15
109.0,145,1,55681,7,42.18,15,1,27,11
23.5,7,0,31368,9,5.88,74,1,52,2
16.0,28,1,38028,10,0.0,15,1,36,7
10.0,145,1,16927,10,0.0,83,1,36,7
33.0,13,1,17474,10,0.0,74,1,36,7
26.0,13,0,5772,8,9.1,15,1,35,9
40.0,12,1,40653,1,0.0,44,1,36,7
42.0,47,1,57038,1,0.0,44,1,25,7
20.0,8,1,8403,1,0.0,83,1,36,7
29.7,68,1,40636,16,17.82,1,1,25,6
30.0,26,1,3515,10,0.0,15,1,36,7
81.5,56,0,52959,17,20.38,74,1,50,2
30.0,66,1,25808,10,0.0,15,1,36,7
109.0,145,0,56137,4,42.18,74,1,55,2
29.7,5,1,46308,16,17.82,88,1,36,6
109.0,145,1,54677,5,42.18,89,1,30,11
44.25,13,0,8730,9,11.06,74,1,35,2
108.9,89,1,41470,16,42.18,1,1,55,6
15.0,3,1,41921,10,0.0,92,1,36,7
18.0,3,0,4406,8,6.3,36,1,49,9
10.0,97,1,37839,10,0.0,53,1,36,7
32.0,12,1,49963,1,0.0,15,1,36,7
9.9,105,0,3515,22,1.03,74,1,48,13
63.0,75,1,34447,1,0.0,15,1,36,7
19.0,3,1,3515,10,0.0,1,1,55,7
20.0,36,1,16643,1,0.0,15,1,36,7
9.9,11,0,46477,8,9.1,1,1,55,9
39.6,11,1,38843,16,23.76,1,1,31,6
34.0,8,1,45203,1,0.0,15,1,36,7
46.0,91,1,41135,10,0.0,89,1,55,7
10.0,16,1,28414,10,0.0,74,1,50,7
10.0,4,1,57038,10,0.0,53,1,35,7
34.5,18,0,38784,9,8.63,74,1,30,2
9.9,58,1,28539,16,35.64,69,1,47,6
15.0,22,1,16459,10,0.0,83,1,36,7
30.0,8,0,3515,8,10.5,59,1,36,9
89.1,145,1,57038,16,42.18,1,1,51,6
73.0,49,1,54288,10,0.0,74,1,55,7
66.0,38,1,23454,10,0.0,80,1,36,7
19.0,34,1,32790,10,0.0,11,1,34,7
26.0,10,1,26410,1,0.0,12,1,36,7
20.0,112,1,17103,1,0.0,53,1,30,7
28.0,94,1,15692,0,0.0,44,1,36,7
20.0,43,1,53822,1,0.0,92,1,36,7
24.0,44,1,23184,1,0.0,92,1,36,7
15.0,3,0,35229,17,3.75,74,1,44,2
45.0,37,0,53113,24,15.75,44,1,28,9
19.0,13,1,13656,10,0.0,74,1,36,7
23.5,28,0,36405,9,5.88,74,1,28,2
45.0,19,0,10185,24,15.75,44,1,41,9
75.0,9,1,6802,10,0.0,15,1,36,7
80.0,25,1,39380,10,0.0,40,1,36,7
38.0,48,1,52481,1,0.0,15,1,36,7
35.0,58,1,39127,10,0.0,35,1,36,7
19.8,3,1,3515,16,11.88,89,1,31,6
109.0,64,1,50373,16,42.18,1,1,53,6
16.0,8,0,47400,9,4.0,74,1,25,2
20.0,14,1,16452,1,0.0,83,1,36,7
23.0,145,1,32632,1,0.0,92,1,36,7
33.0,7,1,54578,1,0.0,15,1,45,7
69.3,110,1,9109,16,41.58,1,1,31,6
69.3,89,1,37482,16,41.58,1,1,39,6
15.0,28,0,29791,24,6.0,11,1,52,12
22.0,9,0,11649,8,7.7,67,1,45,9
9.9,3,0,6866,2,1.73,67,1,48,1
20.0,9,1,41574,0,0.0,53,1,55,7
22.0,11,0,43643,8,7.7,83,1,34,9
90.0,63,1,57038,1,0.0,89,1,55,7
35.0,145,0,30268,8,12.25,32,1,55,9
24.05,5,0,26212,17,6.01,74,1,55,2
9.9,13,1,52643,16,42.18,80,1,55,6
29.7,14,1,57036,16,17.82,83,1,26,6
109.0,35,1,12156,1,0.0,39,1,36,7
60.0,145,1,45479,10,0.0,63,1,36,7
16.0,4,0,55160,9,4.0,74,1,34,2
28.0,6,1,5846,1,0.0,32,1,36,7
10.0,12,1,50877,10,0.0,53,1,36,7
11.0,66,1,9159,10,0.0,59,1,36,7
109.0,49,1,46809,1,0.0,40,1,36,7
69.3,44,1,11674,16,41.58,1,1,41,6
109.0,145,0,45347,4,42.18,74,1,43,2
29.7,57,1,35100,16,17.82,53,1,33,6
25.0,19,1,37805,1,0.0,47,1,36,7
37.0,59,1,27498,1,0.0,92,1,36,7
109.0,145,0,48460,4,42.18,74,1,26,2
59.4,12,1,5617,16,35.64,89,1,45,6
27.0,71,1,13685,10,0.0,81,1,36,7
28.0,111,1,3515,10,0.0,15,1,36,7
108.9,17,1,57038,16,42.18,76,1,31,6
39.0,10,1,37191,1,0.0,15,1,36,7
9.9,17,0,14555,22,0.56,74,1,48,13
80.0,22,1,23496,10,0.0,89,1,46,7
29.7,25,1,47250,16,17.82,29,1,47,6
37.0,31,1,57038,1,0.0,15,1,35,7
9.9,3,1,46321,16,5.94,74,1,33,6
49.5,15,1,47418,16,29.7,83,1,33,6
61.0,59,1,20425,1,0.0,44,1,36,7
24.0,127,1,44984,1,0.0,67,1,36,7
39.6,7,1,18342,16,23.76,1,1,55,6
65.0,145,1,3515,1,0.0,61,1,36,7
33.5,124,0,32394,17,8.38,74,1,49,2
20.0,20,1,9576,1,0.0,74,1,29,7
69.3,38,1,24582,16,41.58,1,1,40,6
19.8,14,1,37351,16,11.88,1,1,55,6
30.0,14,1,45891,1,0.0,15,1,36,7
19.8,4,1,17075,16,11.88,53,1,44,6
30.0,94,1,41992,23,10.5,83,0,52,14
28.5,7,0,38648,9,7.13,74,1,39,2
20.0,20,1,5750,0,0.0,13,1,37,7
44.0,10,1,12787,1,0.0,15,1,36,7
109.0,145,0,57038,4,42.18,74,1,25,2
9.9,6,1,49934,16,11.88,83,1,50,6
9.9,22,0,53930,22,0.26,74,1,48,13
109.0,145,0,54017,4,42.18,74,1,47,2
25.0,62,1,57038,1,0.0,67,1,35,7
20.0,87,1,50388,1,0.0,32,1,36,7
23.0,4,1,9551,1,0.0,92,1,36,7
19.0,65,1,21056,10,0.0,83,1,25,7
39.6,48,1,19375,16,23.76,89,1,33,6
10.0,3,1,48897,10,0.0,83,1,48,7
12.0,49,1,57038,10,0.0,74,1,53,7
109.0,145,0,3515,4,42.18,74,1,54,2
24.0,29,1,9122,1,0.0,36,1,36,7
13.0,10,1,57038,10,0.0,53,1,35,7
68.0,17,1,57038,1,0.0,1,0,55,7
22.0,7,1,9339,1,0.0,74,1,55,7
31.0,36,1,27174,10,0.0,13,1,25,7
40.0,29,0,40050,8,14.0,81,1,55,9
33.5,29,0,28318,17,8.38,74,1,25,2
29.7,24,1,23586,16,17.82,89,1,42,6
80.0,15,1,39782,10,0.0,74,1,36,7
89.0,14,1,56055,0,0.0,61,1,36,7
39.0,13,0,14578,24,13.65,67,1,50,9
44.0,38,0,20322,8,15.4,15,1,52,9
29.0,12,1,42180,12,9.57,83,0,55,4
109.0,145,0,30492,4,42.18,74,1,26,2
80.0,16,1,43761,10,0.0,63,1,36,7
14.0,24,1,47014,10,0.0,74,1,36,7
50.0,145,1,57038,10,0.0,85,1,35,7
31.8,36,0,57038,9,7.95,74,1,38,2
9.9,145,0,57038,22,1.12,74,1,48,13
49.5,13,1,21988,16,29.7,89,1,29,6
109.0,22,1,52876,1,0.0,62,1,36,7
80.0,87,1,22056,10,0.0,89,1,51,7
25.0,35,1,12511,1,0.0,36,1,36,7
14.0,145,1,30600,10,0.0,67,1,36,7
109.0,145,0,53150,4,42.18,74,1,42,2
20.0,23,1,20151,1,0.0,83,1,31,7
17.0,9,1,48555,10,0.0,56,1,49,7
43.0,6,1,54241,1,0.0,15,1,36,7
9.9,15,1,23360,16,23.76,83,1,41,6
80.0,101,1,53877,10,0.0,10,1,36,7
109.0,145,0,12707,4,42.18,74,1,48,2
50.0,21,1,24216,1,0.0,40,1,36,7
32.0,43,1,26591,1,0.0,15,1,36,7
39.0,145,0,57038,17,9.75,74,1,45,2
109.0,145,0,44446,4,42.18,74,1,31,2
22.0,30,1,27337,1,0.0,67,1,36,7
59.4,53,1,36146,16,35.64,83,1,33,6
89.1,76,1,44965,16,42.18,1,1,30,6
72.0,145,0,33209,9,18.0,74,1,29,2
21.0,57,1,57038,10,0.0,74,1,35,7
49.5,16,1,21218,16,29.7,1,1,35,6
27.0,34,1,39369,10,0.0,60,1,36,7
34.0,10,1,10900,10,0.0,40,1,36,7
20.0,40,1,11481,1,0.0,83,1,36,7
40.0,129,1,48877,1,0.0,15,1,36,7
25.0,5,1,42458,1,0.0,92,1,36,7
10.0,38,1,36685,10,0.0,36,1,36,7
20.0,37,1,22745,1,0.0,53,1,25,7
24.0,53,1,8549,1,0.0,83,1,36,7
76.0,87,1,47710,10,0.0,30,1,36,7
45.0,8,0,40210,24,15.75,15,1,45,9
15.0,3,0,17000,24,6.0,11,1,55,12
11.0,3,1,53050,10,0.0,15,1,53,7
109.0,14,1,45369,16,42.18,20,1,41,6
56.5,14,1,57038,20,36.73,88,1,51,11
39.0,36,0,56977,24,13.65,92,1,27,9
55.0,70,1,46372,1,0.0,40,1,41,7
68.0,17,1,57038,1,0.0,1,0,55,7
60.0,26,0,41433,9,15.0,74,1,25,2
10.0,4,1,3722,10,0.0,32,1,36,7
47.0,50,0,16135,8,16.45,67,1,31,9
10.0,9,1,21082,10,0.0,53,1,47,7
10.0,23,1,3515,10,0.0,53,1,36,7
22.0,21,0,48187,8,7.7,15,1,55,9
13.0,27,1,22265,10,0.0,15,1,36,7
79.2,49,1,48252,16,42.18,61,1,54,6
20.0,65,1,38432,0,0.0,59,1,36,7
49.5,7,1,22494,16,29.7,44,1,26,6
33.0,78,1,32539,1,0.0,67,1,36,7
21.0,20,1,31327,0,0.0,36,1,36,7
76.5,14,0,34205,13,19.13,74,1,51,2
49.5,35,1,40084,16,29.7,1,1,27,6
19.8,26,1,9716,16,11.88,81,1,26,6
32.0,57,1,11783,10,0.0,40,1,36,7
109.0,145,0,50208,4,40.25,74,1,55,2
20.0,145,1,21542,1,0.0,67,1,36,7
9.9,31,1,5211,1,0.0,15,1,36,7
12.0,59,1,18240,10,0.0,67,1,36,7
72.0,108,0,49409,17,18.0,74,1,28,2
9.9,118,1,9696,16,42.18,1,1,31,6
40.0,21,1,57038,1,0.0,40,1,35,7
35.0,11,0,33167,8,12.25,15,1,43,9
109.0,145,0,38812,3,42.18,74,1,47,2
20.0,29,1,44700,0,0.0,59,1,36,7
62.0,80,1,16864,1,0.0,88,1,36,7
33.5,32,0,54504,9,8.38,74,1,55,2
109.0,23,1,53630,1,0.0,27,1,36,7
10.7,53,0,9937,2,3.74,53,1,48,1
38.0,145,1,56777,10,0.0,54,1,36,7
20.0,55,1,53846,1,0.0,36,1,36,7
109.0,24,1,44816,1,0.0,89,1,55,7
50.0,124,1,14400,1,0.0,79,1,36,7
29.7,21,1,57038,16,17.82,88,1,43,6
49.5,135,1,38820,16,29.7,1,1,31,6
109.0,141,1,42089,1,0.0,89,1,55,7
54.0,12,1,57038,1,0.0,35,1,35,7
74.0,76,1,27649,1,0.0,2,1,36,7
12.0,43,1,26647,10,0.0,92,1,36,7
109.0,145,0,48655,4,42.18,74,1,55,2
20.0,4,1,3515,0,0.0,74,1,43,7
16.0,74,1,35976,10,0.0,32,1,36,7
109.0,145,0,12705,4,42.18,74,1,38,2
9.9,145,0,57038,22,1.37,74,1,48,13
20.0,27,1,5343,1,0.0,35,1,33,7
10.0,5,1,20186,10,0.0,92,1,27,7
11.0,36,1,3515,10,0.0,89,1,25,7
9.9,80,0,54497,2,0.78,12,1,48,1
20.0,70,1,9412,10,0.0,83,1,36,7
84.5,87,0,36772,17,21.13,74,1,32,2
18.0,39,0,16340,8,6.3,67,1,27,9
9.9,3,1,28540,16,11.88,53,1,50,6
39.6,23,1,3515,16,23.76,83,1,31,6
47.5,27,0,54759,17,11.88,74,1,28,2
62.0,66,0,28927,9,15.5,74,1,25,2
80.0,114,1,5918,10,0.0,89,1,48,7
31.0,88,1,27950,1,0.0,40,1,36,7
49.5,11,1,46127,16,29.7,13,1,31,6
9.9,4,1,57038,16,17.82,83,1,49,6
16.0,24,0,48631,9,4.0,74,1,28,2
11.0,15,1,11986,10,0.0,74,1,36,7
20.0,21,1,3515,0,0.0,74,1,36,7
9.9,3,1,40625,16,11.88,53,1,33,6
18.5,62,0,32873,17,4.63,74,1,30,2
24.0,35,1,57038,1,0.0,67,1,35,7
26.0,8,0,57038,8,9.1,15,1,32,9
20.0,5,1,57038,0,0.0,67,1,49,7
26.0,14,1,24684,10,0.0,35,1,32,7
76.5,31,1,56062,18,42.18,27,1,34,11
38.0,8,1,34635,1,0.0,67,1,36,7
16.0,4,0,57038,9,4.0,74,1,26,2
22.0,11,1,35731,1,0.0,83,1,47,7
29.7,26,1,12978,16,17.82,83,1,38,6
16.0,126,1,25383,10,0.0,35,1,36,7
10.0,3,1,39589,10,0.0,53,1,36,7
20.0,17,1,3515,1,0.0,67,1,36,7
30.0,108,1,21280,1,0.0,83,1,39,7
30.0,71,1,47188,23,10.5,83,0,46,14
109.0,145,0,54989,4,40.25,74,1,26,2
16.0,15,0,57038,9,4.0,74,1,35,2
35.0,14,0,48959,8,12.25,15,1,55,9
34.0,25,1,25989,10,0.0,35,1,36,7
37.0,15,1,57038,10,0.0,40,1,36,7
79.2,52,1,21754,16,42.18,1,1,31,6
31.0,14,1,12748,1,0.0,15,1,36,7
20.0,14,1,7563,1,0.0,53,1,36,7
36.0,15,1,29548,10,0.0,44,1,36,7
20.0,87,1,57038,0,0.0,89,1,30,7
27.0,15,0,52812,9,6.75,74,1,41,2
11.0,105,1,53047,10,0.0,74,1,36,7
72.0,20,0,18974,24,28.8,35,1,55,8
18.0,31,0,5961,8,6.3,53,1,45,9
29.7,16,1,26078,16,17.82,83,1,41,6
95.0,27,0,53526,24,38.0,35,1,55,8
39.6,105,1,3515,16,23.76,88,1,32,6
97.0,145,1,34549,14,0.0,1,0,41,15
10.0,15,1,57038,10,0.0,53,1,26,7
39.6,105,1,3515,16,23.76,88,1,32,6
41.0,97,1,15354,1,0.0,15,1,36,7
20.0,32,1,57038,1,0.0,35,1,36,7
42.0,32,1,11280,1,0.0,1,1,36,7
20.0,29,1,31470,0,0.0,74,1,36,7
15.0,12,1,17168,10,0.0,88,1,36,7
59.4,111,1,7106,16,35.64,76,1,50,6
9.9,4,1,35723,16,11.88,53,1,40,6
20.0,8,1,41189,0,0.0,74,1,36,7
69.3,86,1,15528,16,41.58,31,1,25,6
79.2,51,1,4959,16,42.18,29,1,55,6
29.0,82,1,8516,12,9.57,53,0,55,5
22.0,117,1,41681,1,0.0,36,1,36,7
33.5,15,0,57038,9,8.38,74,1,55,2
16.0,30,1,46619,10,0.0,59,1,36,7
49.5,9,1,22894,16,29.7,1,1,31,6
19.0,126,1,49521,10,0.0,92,1,36,7
109.0,68,1,8130,16,42.18,27,1,33,6
17.55,5,0,22870,9,4.39,74,1,32,2
78.0,12,0,17962,13,19.5,74,1,41,2
60.0,26,0,45848,9,15.0,74,1,55,2
19.0,37,1,38013,10,0.0,44,1,25,7
31.0,6,0,31152,24,12.4,35,1,55,8
20.0,33,1,57038,1,0.0,83,1,32,7
109.0,33,1,3515,16,42.18,80,1,54,6
109.0,46,1,5826,1,0.0,89,1,50,7
24.0,9,1,4223,1,0.0,36,1,28,7
75.0,145,1,12776,1,0.0,88,1,42,7
15.0,21,0,20726,24,6.0,11,1,45,12
9.9,17,0,19323,22,0.68,74,1,48,13
23.0,29,1,31945,10,0.0,13,1,32,7
10.0,20,1,28243,10,0.0,74,1,33,7
55.0,81,1,51989,10,0.0,1,1,36,7
29.0,6,1,30049,1,0.0,32,1,36,7
109.0,145,0,46302,4,42.18,74,1,26,2
93.6,18,0,19012,17,23.4,74,1,55,2
40.0,145,1,30976,10,0.0,35,1,36,7
78.0,40,0,50533,17,19.5,74,1,43,2
20.0,10,1,51081,0,0.0,74,1,36,7
109.0,145,0,54211,3,42.18,74,1,55,2
10.0,45,1,29745,10,0.0,53,1,36,7
10.0,3,1,9186,10,0.0,32,1,36,7
10.0,5,1,50010,10,0.0,53,1,35,7
20.0,6,1,3515,0,0.0,74,1,36,7
20.0,21,1,20133,1,0.0,92,1,55,7
26.0,23,0,47368,8,9.1,81,1,44,9
9.9,6,0,38607,8,9.1,1,1,31,9
29.0,24,1,51093,15,11.02,36,1,48,10
39.6,81,1,47439,16,23.76,1,1,53,6
30.0,4,1,16834,1,0.0,36,1,36,7
108.9,18,1,49763,16,42.18,1,1,31,6
100.5,35,0,34754,17,25.13,74,1,36,2
45.0,5,1,53211,1,0.0,81,1,36,7
28.0,7,1,20471,10,0.0,83,1,36,7
9.9,59,1,52122,10,0.0,16,1,36,7
19.8,28,1,10776,16,11.88,53,1,55,6
20.0,51,1,57038,1,0.0,36,1,37,7
23.0,59,0,23514,24,9.2,11,1,45,12
69.3,38,1,24582,16,41.58,1,1,40,6
109.0,56,1,3515,1,0.0,29,1,36,7
72.0,108,0,49409,17,18.0,74,1,28,2
26.0,18,1,14211,1,0.0,15,1,36,7
80.0,21,1,57038,10,0.0,74,1,35,7
23.0,63,1,40272,1,0.0,83,1,36,7
46.0,51,1,17915,10,0.0,39,1,36,7
21.0,50,1,48093,1,0.0,83,1,53,7
109.0,90,1,54593,1,0.0,89,1,37,7
10.0,11,1,11360,10,0.0,74,1,25,7
30.0,57,1,47135,23,10.5,53,0,55,14
15.0,5,1,3515,10,0.0,36,1,36,7
17.25,3,0,10387,9,4.31,74,1,48,2
20.0,12,1,34832,10,0.0,74,1,36,7
20.0,8,1,14842,1,0.0,92,1,36,7
109.0,56,1,3515,1,0.0,29,1,36,7
23.5,17,0,29213,9,5.88,74,1,31,2
26.0,13,1,31895,1,0.0,92,1,36,7
38.0,25,1,29109,1,0.0,81,1,36,7
59.4,21,1,34782,16,35.64,1,1,50,6
109.0,145,1,57038,7,42.18,89,1,28,11
18.0,11,0,20297,8,6.3,83,1,47,9
109.0,50,1,33100,1,0.0,89,1,41,7
10.0,11,1,13509,10,0.0,74,1,36,7
59.0,3,1,33325,10,0.0,41,1,36,7
13.0,9,1,57038,10,0.0,92,1,28,7
20.0,33,1,3515,0,0.0,53,1,35,7
33.5,19,0,46059,9,8.38,74,1,33,2
22.5,6,0,57038,17,5.63,74,1,55,2
36.0,4,1,38052,0,0.0,44,1,36,7
26.0,21,1,24638,1,0.0,92,1,36,7
20.0,3,1,48586,0,0.0,74,1,52,7
49.5,46,1,47609,16,29.7,1,1,30,6
62.0,19,0,30143,9,15.5,74,1,28,2
20.0,5,1,23731,0,0.0,92,1,36,7
10.0,70,1,3515,10,0.0,74,1,36,7
109.0,145,0,8932,4,42.18,74,1,53,2
12.0,4,1,17655,10,0.0,35,1,30,7
10.0,14,1,27418,10,0.0,92,1,49,7
25.0,45,0,38310,17,6.25,74,1,55,2
19.0,7,1,8045,10,0.0,92,1,36,7
80.0,45,1,53231,10,0.0,80,1,36,7
30.0,27,0,4529,8,10.5,83,1,42,9
13.5,10,0,28569,9,3.38,74,1,25,2
35.0,70,0,48952,8,12.25,15,1,25,9
16.0,15,1,16887,10,0.0,54,1,39,7
46.0,14,1,31585,10,0.0,15,1,36,7
42.0,65,0,53951,8,14.7,67,1,34,9
109.0,30,0,54509,9,40.25,74,1,33,2
40.0,37,1,40801,1,0.0,83,1,36,7
26.0,24,1,35915,1,0.0,67,1,36,7
97.0,145,1,33762,14,0.0,74,0,41,15
28.0,145,1,3515,1,0.0,44,1,36,7
29.0,30,1,44033,12,9.57,83,0,55,4
12.0,16,1,20436,10,0.0,12,1,36,7
20.0,41,1,38701,1,0.0,32,1,36,7
109.0,145,0,43072,4,42.18,74,1,51,2
9.9,62,0,3515,22,1.21,74,1,48,13
9.9,30,0,51302,22,0.25,74,1,48,13
41.0,14,1,8010,1,0.0,15,1,36,7
16.0,22,1,17462,10,0.0,52,1,40,7
36.0,4,0,21695,24,12.6,32,1,27,9
42.0,12,1,50592,1,0.0,44,1,36,7
92.0,26,1,36831,1,0.0,26,1,36,7
10.0,32,1,47511,10,0.0,74,1,36,7
10.0,65,1,26443,10,0.0,53,1,36,7
35.0,25,0,56078,8,12.25,15,1,50,9
10.0,24,1,5702,10,0.0,13,1,37,7
109.0,145,1,49548,5,42.18,15,1,35,11
10.0,17,1,57038,10,0.0,53,1,55,7
10.0,6,1,11542,10,0.0,83,1,51,7
20.0,39,1,43903,1,0.0,29,1,36,7
20.0,20,1,6455,1,0.0,36,1,49,7
52.0,112,0,9653,8,18.2,67,1,34,9
60.0,61,1,6645,10,0.0,29,1,36,7
9.9,145,0,39202,4,42.18,74,1,55,2
14.0,8,1,24893,10,0.0,32,1,48,7
52.0,94,1,55237,1,0.0,15,1,36,7
21.0,36,1,56575,1,0.0,35,1,36,7
30.0,3,1,24123,0,0.0,74,1,36,7
12.0,8,1,54291,10,0.0,36,1,45,7
33.0,78,1,48267,1,0.0,67,1,36,7
39.6,145,1,57038,16,23.76,83,1,46,6
109.0,145,0,56295,4,42.18,74,1,33,2
109.0,145,0,57038,4,42.18,74,1,48,2
15.0,10,0,31474,24,6.0,11,1,25,12
38.0,21,1,53097,15,14.44,36,1,48,10
96.0,62,1,32258,1,0.0,40,1,36,7
69.3,48,1,12094,16,41.58,89,1,43,6
20.0,31,1,6766,1,0.0,92,1,36,7
24.5,7,0,36953,17,6.13,74,1,44,2
37.0,37,0,15094,8,12.95,36,1,27,9
44.0,71,0,30124,8,15.4,62,1,50,9
16.0,6,0,51843,9,4.0,74,1,40,2
46.0,145,1,53052,10,0.0,74,1,36,7
109.0,145,0,51665,3,42.18,74,1,55,2
9.9,60,0,12933,22,2.2,74,1,48,13
79.2,42,1,53003,16,42.18,40,1,49,6
13.0,3,1,35328,10,0.0,53,1,36,7
77.0,47,1,34442,1,0.0,63,1,36,7
19.2,7,0,48210,9,4.8,74,1,26,2
109.0,145,0,52194,4,42.18,74,1,48,2
97.0,74,1,8790,1,0.0,15,1,36,7
